SKU,NOMBRE TECNICO INTERNO CON ID,ID,ETIQUETADO,¿CAMBIO?,COMENTARIO,CATEGORIA,MARCA,MODELO,FAMILIA,SUB FAMILIA,NOMBRE PARA COTIZACIONES,NOMBRE CORTO ALMACEN,COLOR,STATUS,UBICACION,UNIT/SET,RACK,PANEL,IDENTIFICADOR RFID,NUMERO DE SERIE,GARANTIA VIGENTE,PRECIO ORIGINAL,PRECIO RENTA IDEAL,PRECIO RENTA MINIMO
BP967699,CABLE | GENERICO | XLR | 1 M | ID CG026,CG026,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP113857,CABLE | GENERICO | XLR | 1 M | ID CG027,CG027,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP690803,CABLE | GENERICO | XLR | 1 M | ID CG028,CG028,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP981328,CABLE | GENERICO | XLR | 1 M | ID CG029,CG029,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP202104,CABLE | GENERICO | XLR | 1 M | ID CG030,CG030,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP330132,CABLE | GENERICO | XLR | 1 M | ID CG031,CG031,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP231494,CABLE | GENERICO | XLR | 1 M | ID CG032,CG032,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP288372,CABLE | GENERICO | XLR | 1 M | ID CG033,CG033,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP974847,CABLE | GENERICO | XLR | 1 M | ID CG034,CG034,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP327662,CABLE | GENERICO | XLR | 1 M | ID CG035,CG035,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP567675,CABLE | GENERICO | XLR | 1 M | ID CG036,CG036,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP509630,CABLE | GENERICO | XLR | 1 M | ID CG037,CG037,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP446411,CABLE | GENERICO | XLR | 1 M | ID CG038,CG038,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP385786,CABLE | GENERICO | XLR | 1 M | ID CG039,CG039,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP650675,CABLE | GENERICO | XLR | 1 M | ID CG040,CG040,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP389217,CABLE | GENERICO | XLR | 1 M | ID CG041,CG041,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP596862,CABLE | GENERICO | XLR | 1 M | ID CG042,CG042,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP470285,CABLE | GENERICO | XLR | 1 M | ID CG043,CG043,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP446019,CABLE | GENERICO | XLR | 1 M | ID CG044,CG044,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP747350,CABLE | GENERICO | XLR | 1 M | ID CG045,CG045,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP801326,CABLE | GENERICO | XLR | 1 M | ID CG046,CG046,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP823259,CABLE | GENERICO | XLR | 1 M | ID CG047,CG047,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP843840,CABLE | GENERICO | XLR | 1 M | ID CG048,CG048,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP683239,CABLE | GENERICO | XLR | 1 M | ID CG049,CG049,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP207721,CABLE | GENERICO | XLR | 1 M | ID CG050,CG050,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP962266,CABLE | GENERICO | XLR | 1 M | ID CG051,CG051,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP984522,CABLE | GENERICO | XLR | 1 M | ID CG052,CG052,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP469053,CABLE | GENERICO | XLR | 1 M | ID CG053,CG053,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP706982,CABLE | GENERICO | XLR | 1 M | ID CG054,CG054,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP415240,CABLE | GENERICO | XLR | 1 M | ID CG055,CG055,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP288986,CABLE | GENERICO | XLR | 1 M | ID CG056,CG056,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP496953,CABLE | GENERICO | XLR | 1 M | ID CG057,CG057,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP586045,CABLE | GENERICO | XLR | 1 M | ID CG058,CG058,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP219413,CABLE | GENERICO | XLR | 1 M | ID CG059,CG059,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP641959,CABLE | GENERICO | XLR | 1 M | ID CG060,CG060,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP414544,CABLE | GENERICO | XLR | 1 M | ID CG061,CG061,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP503875,CABLE | GENERICO | XLR | 1 M | ID CG062,CG062,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP946739,CABLE | GENERICO | XLR | 1 M | ID CG063,CG063,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP360037,CABLE | GENERICO | XLR | 1 M | ID CG064,CG064,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP802900,CABLE | GENERICO | XLR | 1 M | ID CG065,CG065,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP766178,CABLE | GENERICO | XLR | 1 M | ID CG066,CG066,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP757916,CABLE | GENERICO | XLR | 1 M | ID CG067,CG067,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP254580,CABLE | GENERICO | XLR | 1 M | ID CG068,CG068,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP586434,CABLE | GENERICO | XLR | 1 M | ID CG069,CG069,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP397567,CABLE | GENERICO | XLR | 1 M | ID CG070,CG070,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP883493,CABLE | GENERICO | XLR | 1 M | ID CG071,CG071,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP120672,CABLE | GENERICO | XLR | 1 M | ID CG072,CG072,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP480977,CABLE | GENERICO | XLR | 1 M | ID CG073,CG073,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP711669,CABLE | GENERICO | XLR | 1 M | ID CG074,CG074,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP524776,CABLE | GENERICO | XLR | 1 M | ID CG075,CG075,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP547031,CABLE | GENERICO | XLR | 1 M | ID CG076,CG076,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP603910,CABLE | GENERICO | XLR | 1 M | ID CG077,CG077,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP841538,CABLE | GENERICO | XLR | 1 M | ID CG078,CG078,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP539405,CABLE | GENERICO | XLR | 1 M | ID CG079,CG079,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP779139,CABLE | GENERICO | XLR | 1 M | ID CG080,CG080,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP837109,CABLE | GENERICO | XLR | 1 M | ID CG081,CG081,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP627652,CABLE | GENERICO | XLR | 1 M | ID CG082,CG082,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP418468,CABLE | GENERICO | XLR | 1 M | ID CG083,CG083,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP904716,CABLE | GENERICO | XLR | 1 M | ID CG084,CG084,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP141573,CABLE | GENERICO | XLR | 1 M | ID CG085,CG085,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP980625,CABLE | GENERICO | XLR | 1 M | ID CG086,CG086,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP985765,CABLE | GENERICO | XLR | 1 M | ID CG087,CG087,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP426035,CABLE | GENERICO | XLR | 1 M | ID CG088,CG088,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP365410,CABLE | GENERICO | XLR | 1 M | ID CG089,CG089,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP504524,CABLE | GENERICO | XLR | 1 M | ID CG090,CG090,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP238986,CABLE | GENERICO | XLR | 1 M | ID CG091,CG091,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP378745,CABLE | GENERICO | XLR | 1 M | ID CG092,CG092,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP597517,CABLE | GENERICO | XLR | 1 M | ID CG093,CG093,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP657744,CABLE | GENERICO | XLR | 1 M | ID CG094,CG094,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP446030,CABLE | GENERICO | XLR | 1 M | ID CG095,CG095,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP736878,CABLE | GENERICO | XLR | 1 M | ID CG096,CG096,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP707976,CABLE | GENERICO | XLR | 1 M | ID CG097,CG097,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP859628,CABLE | GENERICO | XLR | 1 M | ID CG098,CG098,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP881562,CABLE | GENERICO | XLR | 1 M | ID CG099,CG099,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP804466,CABLE | GENERICO | XLR | 1 M | ID CG100,CG100,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP744122,CABLE | GENERICO | XLR | 1 M | ID CG101,CG101,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP183465,CABLE | GENERICO | XLR | 1 M | ID CG102,CG102,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP322902,CABLE | GENERICO | XLR | 1 M | ID CG103,CG103,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP957687,CABLE | GENERICO | XLR | 1 M | ID CG104,CG104,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP197123,CABLE | GENERICO | XLR | 1 M | ID CG105,CG105,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP915282,CABLE | GENERICO | XLR | 1 M | ID CG106,CG106,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP708678,CABLE | GENERICO | XLR | 1 M | ID CG107,CG107,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP347289,CABLE | GENERICO | XLR | 1 M | ID CG108,CG108,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP173821,CABLE | GENERICO | XLR | 1 M | ID CG109,CG109,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP162656,CABLE | GENERICO | XLR | 1 M | ID CG110,CG110,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP796281,CABLE | GENERICO | XLR | 1 M | ID CG111,CG111,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP318827,CABLE | GENERICO | XLR | 3 MTS | ID CG112,CG112,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP241409,CABLE | GENERICO | XLR | 3 MTS | ID CG113,CG113,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP180743,CABLE | GENERICO | XLR | 3 MTS | ID CG114,CG114,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP541048,CABLE | GENERICO | XLR | 3 MTS | ID CG115,CG115,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP239237,CABLE | GENERICO | XLR | 3 MTS | ID CG116,CG116,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP679521,CABLE | GENERICO | XLR | 3 MTS | ID CG117,CG117,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP533744,CABLE | GENERICO | XLR | 3 MTS | ID CG118,CG118,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP434783,CABLE | GENERICO | XLR | 3 MTS | ID CG119,CG119,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP166584,CABLE | GENERICO | XLR | 3 MTS | ID CG120,CG120,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP263302,CABLE | GENERICO | XLR | 3 MTS | ID CG121,CG121,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP891877,CABLE | GENERICO | XLR | 3 MTS | ID CG122,CG122,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP881035,CABLE | GENERICO | XLR | 3 MTS | ID CG123,CG123,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP614981,CABLE | GENERICO | XLR | 3 MTS | ID CG124,CG124,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP157845,CABLE | GENERICO | XLR | 3 MTS | ID CG125,CG125,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP623673,CABLE | GENERICO | XLR | 3 MTS | ID CG126,CG126,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP231677,CABLE | GENERICO | XLR | 3 MTS | ID CG127,CG127,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP112074,CABLE | GENERICO | XLR | 3 MTS | ID CG128,CG128,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP978255,CABLE | GENERICO | XLR | 3 MTS | ID CG129,CG129,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP518216,CABLE | GENERICO | XLR | 3 MTS | ID CG130,CG130,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP831192,CABLE | GENERICO | XLR | 3 MTS | ID CG131,CG131,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP253484,CABLE | GENERICO | XLR | 3 MTS | ID CG132,CG132,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP464031,CABLE | GENERICO | XLR | 3 MTS | ID CG133,CG133,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP101997,CABLE | GENERICO | XLR | 3 MTS | ID CG134,CG134,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP792813,CABLE | GENERICO | XLR | 3 MTS | ID CG135,CG135,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP278805,CABLE | GENERICO | XLR | 3 MTS | ID CG136,CG136,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP748474,CABLE | GENERICO | XLR | 3 MTS | ID CG137,CG137,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP454970,CABLE | GENERICO | XLR | 3 MTS | ID CG138,CG138,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP462690,CABLE | GENERICO | XLR | 3 MTS | ID CG139,CG139,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP950378,CABLE | GENERICO | XLR | 3 MTS | ID CG140,CG140,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP409522,CABLE | GENERICO | XLR | 3 MTS | ID CG141,CG141,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP793731,CABLE | GENERICO | XLR | 3 MTS | ID CG142,CG142,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP815664,CABLE | GENERICO | XLR | 3 MTS | ID CG143,CG143,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP873054,CABLE | GENERICO | XLR | 3 MTS | ID CG144,CG144,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP274385,CABLE | GENERICO | XLR | 3 MTS | ID CG145,CG145,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP236935,CABLE | GENERICO | XLR | 3 MTS | ID CG146,CG146,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP355454,CABLE | GENERICO | XLR | 3 MTS | ID CG147,CG147,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP413746,CABLE | GENERICO | XLR | 3 MTS | ID CG148,CG148,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP320345,CABLE | GENERICO | XLR | 3 MTS | ID CG149,CG149,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP769052,CABLE | GENERICO | XLR | 3 MTS | ID CG150,CG150,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP475871,CABLE | GENERICO | XLR | 3 MTS | ID CG151,CG151,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP483914,CABLE | GENERICO | XLR | 3 MTS | ID CG152,CG152,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP570987,CABLE | GENERICO | XLR | 3 MTS | ID CG153,CG153,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP430101,CABLE | GENERICO | XLR | 3 MTS | ID CG154,CG154,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
BP897190,CABLE | GENERICO | XLR | 3 MTS | ID CG155,CG155,,,BIEN,CABLE,GENERICO,,-,-,,,,,,INDIVIDUAL,,,,COLOCAR COMPLETO,,$0.00,$0.00,$0.00
